PARTICIPANT_CODE,DISTRICT,POSTCODE
0060668HST,KROONSTAD,9500
0060670HST,MOOI RIVER,3301
0060670JSE,MOOI RIVER,3301
0060683HST,HOWICK,3291
0060708HST,ERMELO,2330
0060710HST,LICHTENBURG,2740
0060723HST,KOPPIES,9540
0060723JSE,KOPPIES,9540
0489243HST,CAROLINA,1190
0433217HST,IXOPO,4630
0488987JSE,PIKETBERG,6810
0488990JSE,BREDASDORP,6743
0432324HST,BLOEMHOF,2660
0489420JSE,GRAHAMSTOWN,6140
0434112HST,HUMANSDORP,6300
0434125JSE,KRUGERSDORP,2808
0434140HST,RIVERSDALE,6770
0434153HST,SCHWEIZER-RENEKE,2780
0060181HST,WOLMARANSSTAD,2630
0060194HST,SWELLENDAM,6740
0060206HST,GRIEKWALAND-EAST,4730
0060219HST,STANDERTON,2432
0060234HST,HEILBRON,9650
0060275HST,WINBURG,9420
0060288HST,SCHWEIZER-RENEKE,2775
0060290HST,THEUNISSEN,9410
0060302HST,IXOPO,4630
0060315HST,NIGEL,2260
0060328HST,CLOCOLAN,9735
0060330HST,HARRISMITH,9880
0060343HST,FICKSBURG,9730
0060356HST,WELKOM,9460
0060369HST,ZIMBABWE,0
0060371HST,KLERKSDORP,2835
0060384HST,ESTCOURT,3310
0060397HST,FOURIESBURG,9725
0060409HST,WARRENTON,8530
0061127HST,BALFOUR,2410
0061136HST,PIETERMARITZBURG,3202
0061155HST,CLOCOLAN,9735
0061168HST,HUMANSDORP,7530
0061168JSE,HUMANSDORP,6330
0061170HST,VRYBURG,8603
0061183HST,FOURIESBURG,9760
0061196HST,HOWICK,3290
0061208HST,BOSHOF,9348
0061210HST,LICHTENBURG,2610
0061223HST,SCHWEIZER-RENEKE,2786
0061236HST,MARQUARD,9610
0061249HST,JAGERSFONTEIN,9974
0061251HST,ALBERT,5521
0061264HST,HOWICK,3265
0061277HST,KEMPTON PARK,1600
0061288HST,WINDHOEK,9111
0079074HST,ESTCOURT,3310
0079127HST,KNYSNA,6570
0079136HST,KROONSTAD,9500
0079136JSE,KROONSTAD,9500
0060736HST,ALBERT,5520
0060749HST,BRANDFORT,9400
0060751HST,HOOPSTAD,9500
0060764HST,KROONSTAD,9500
0060777HST,BETHLEHEM,9700
0060783HST,ZIMBABWE,0
0060792HST,ZIMBABWE,0
0060804HST,EXCELSIOR,9770
0060817HST,MALMESBURY,7405
0061018HST,REITZ,9810
0060858HST,BLOEMFONTEIN,9320
0060822HST,GRIEKWALAND-EAST,4700
0060845HST,CATHCART,5310
0060873HST,CALEDON,7230
0060899HST,PRETORIA,1
0060900HST,MACLEAR,5470
0060926HST,NIGEL,2260
0060913HST,THEUNISSEN,9410
0060939HST,BETHLEHEM,9705
0060941HST,DEWETSDORP,9940
0060954HST,ALEXANDRIA,6130
0060967HST,BOTHAVILLE,9660
0060974HST,THEUNISSEN,9410
0060995HST,UMZINTO,4181
0060982HST,ZIMBABWE,0
0061005HST,BLOEMFONTEIN,9300
0061020HST,MOOI RIVER,3300
0061033HST,MOOI RIVER,3300
0061046HST,WARRENTON,8530
0061059HST,KROONSTAD,9500
0488961HST,HUMANSDORP,6300
0489311HST,UMZINTO,3306
0489324HST,ALEXANDRIA,6187
0489324JSE,ALEXANDRIA,6187
0433871JSE,LICHTENBURG,2740
0060832HST,CAPE TOWN,7129
0060493HST,RANDBURG,2125
0060505HST,EXCELSIOR,9765
0060518HST,BETHLEHEM,9700
0060520HST,ESTCOURT,3340
0060533HST,CATHCART,5310
0060546HST,POTCHEFSTROOM,2520
0060559HST,VRYBURG,8600
0060601HST,ALEXANDRIA,6130
0060561HST,WITBANK,2245
0060574HST,EXCELSIOR,9760
0060587HST,ZIMBABWE,0
0060592HST,KRUGERSDORP,2807
0060614HST,BULTFONTEIN,9670
0060696HST,POTCHEFSTROOM,2515
0060860HST,CAROLINA,2310
0060627HST,KEMPTON PARK,1020
0060631HST,KEMPTON PARK,1620
0060642HST,NEWCASTLE,2942
0061142HST,BENONI,1500
0061292HST,MARQUARD,9610
0061304HST,HOWICK,3275
0061304JSE,MOOI RIVER,3275
0061317HST,ZIMBABWE,0
0061327HST,BLOEMFONTEIN,9360
0061061HST,MALMESBURY,7300
0061074HST,QUEENSTOWN,5320
0061087HST,COLIGNY,2725
0061097HST,STANDERTON,2430
0061101HST,KROONSTAD,9500
0061114HST,BETHAL,2310
0061631HST,LADYBRAND,9745
0061644HST,CLOCOLAN,9735
0061698HST,WARRENTON,8530
0061657HST,STUTTERHEIM,6304
0061660HST,SMITHFIELD,9966
0061672HST,HARRISMITH,9880
0061685HST,GRIEKWALAND-EAST,4700
0061709HST,GRIEKWALAND-EAST,4700
0061712HST,PIKETBERG,6836
0061725HST,MALMESBURY,7300
0061738HST,PIETERMARITZBURG,3770
0061753HST,CHRISTIANA,2680
0061766HST,VRYHEID,3100
0061779HST,HOFMEYR,5922
0061781HST,OUDTSHOORN,6620
0061794HST,EXCELSIOR,9760
0061806HST,HOWICK,3275
0061819HST,SENEKAL,9800
0061821HST,FICKSBURG,9720
0061834HST,BEDFORD,5780
0061847HST,ZIMBABWE,0
0061851HST,SENEKAL,9600
0061862HST,VILJOENSKROON,9520
0061915HST,KOPPIES,9540
0061888HST,KRUGERSDORP,2806
0061875HST,ZIMBABWE,0
0061890HST,TAUNG,8575
0061902HST,BOTHAVILLE,9660
0061928HST,HARTSWATER,8575
0061930HST,JOHANNESBURG,2193
0061943HST,IXOPO,4710
0061956HST,MARQUARD,9610
0061969HST,CALITZDORP,6660
0061971HST,CLOCOLAN,9735
0061984HST,ALEXANDRIA,6185
0061997HST,BETHAL,2310
0062007HST,BELFAST,1101
0062013HST,CALEDON,7230
0062022HST,PRETORIA,127
0062035HST,DORDRECHT,5435
0062048HST,QUEENSTOWN,5320
0062050HST,QUEENSTOWN,5320
0062063HST,PRETORIA,1
0062076HST,VENTERSBURG,9450
0062089HST,VIRGINIA,9430
0062091HST,VENTERSBURG,9450
0062103HST,VENTERSBURG,9450
0079142HST,VRYBURG,8600
0079223HST,ALEXANDRIA,6185
0079292HST,ZIMBABWE,0
0061603HST,MARQUARD,9600
0061616HST,NIGEL,1490
0061629HST,ZIMBABWE,0
0078764HST,ZEERUST,2895
0078926HST,DEWETSDORP,9940
0079046HST,LINDLEY,9640
0062116HST,HARTSWATER,8550
0062129HST,MIDDELBURG(TVL),1095
0062131HST,ERMELO,2310
0062144HST,MIDDELBURG(TVL),1051
0062157HST,PRETORIA,1120
0062165HST,MOOI RIVER,3300
0062172HST,KOSTER,2825
0062185HST,HARTSWATER,8570
0062198HST,KNYSNA,6600
0062204HST,BETHLEHEM,9703
0062225HST,LINDLEY,9515
0062238HST,KOFFIEFONTEIN,9986
0062240HST,SCHWEIZER-RENEKE,2780
0062253HST,IXOPO,4630
0062266HST,ZIMBABWE,0
0062279HST,BETHLEHEM,9860
0062281HST,SENEKAL,9600
0062306HST,BETHAL,2310
0062294HST,KIMBERLEY,8700
0062319HST,MALMESBURY,6800
0062321HST,CALEDON,6660
0062334HST,VREDE,2970
0062347HST,THEUNISSEN,9413
0429768JSE,KRUGERSDORP,1749
0429770JSE,PARYS,9585
0429783HST,MARQUARD,9610
0062356HST,REITZ,9810
0062362HST,BALFOUR,2420
0062375HST,POTCHEFSTROOM,2520
0062388HST,DELMAS,2210
0062390HST,ZIMBABWE,0
0062402HST,BULTFONTEIN,9670
0062415HST,BOTHAVILLE,9660
0062428HST,THEUNISSEN,9410
0062443HST,LADY GREY,5540
0062456HST,ALBERT,5520
0062469HST,HOOPSTAD,2670
0062471HST,KIMBERLEY,8300
0062484HST,BALFOUR,2410
0062497HST,DELAREYVILLE,2770
0062509HST,BULWER,3245
0062511HST,BULTFONTEIN,9670
0062524HST,THEUNISSEN,9410
0062537HST,WELKOM,9460
0062547HST,THEUNISSEN,9410
0062552HST,WELKOM,9460
0062565HST,VILJOENSKROON,9520
0062578HST,BENONI,2400
0062580HST,KROONSTAD,9535
0062593HST,BETHAL,2490
0062605HST,ALBERT,5520
0062618HST,OKAHANDJA,9150
0429347HST,ALEXANDRIA,6187
0429402JSE,FOURIESBURG,9725
0429415JSE,KEMPTON PARK,1620
0429428JSE,PORT SHEPSTONE,4244
0429469HST,SCHWEIZER-RENEKE,2780
0062620HST,WARRENTON,8534
0062633HST,FAURESMITH,9978
0062646HST,WARMBAD,430
0062659HST,MALMESBURY,7300
0062661HST,SENEKAL,9600
0062674HST,LADYSMITH,1836
0062687HST,HERMANUS,7210
0062699HST,SENEKAL,9600
0062701HST,PAARL,7623
0062714HST,MALMESBURY,7345
0062727HST,KROONSTAD,9500
0062738HST,LINDLEY,9630
0062742HST,BLOEMFONTEIN,9300
0062755HST,MALMESBURY,7300
0062768HST,BARKLY EAST,5580
0062770HST,PIETERMARITZBURG,3211
0062770JSE,HOWICK,3211
0062783HST,CLOCOLAN,9735
0062796HST,BRANDFORT,9400
0062808HST,BALFOUR,2415
0062810HST,BULTFONTEIN,9670
0062823HST,BLOEMFONTEIN,9300
0062836HST,VREDEFORT,9595
0062849HST,SENEKAL,9600
0062851HST,BETHAL,2271
0062864HST,SWELLENDAM,6730
0061332HST,BETHAL,2310
0061345HST,ROUXVILLE,9958
0061358HST,BOSHOF,9348
0061360HST,ZIMBABWE,0
0061373HST,BARKLY EAST,5580
0061386HST,WITRIVIER,1240
0061399HST,BULTFONTEIN,9670
0061400HST,BENONI,1500
0061413HST,MALMESBURY,7345
0061426HST,ZIMBABWE,0
0061439HST,KARIBIB,9160
0061441HST,ESTCOURT,3310
0061454HST,PINETOWN,3603
0061467HST,UNDERBERG,4585
0061479HST,BETHLEHEM,9700
0061482HST,KOMGA,4950
0061495HST,BETHLEHEM,9706
0061507HST,ODENDAALSRUS,9480
0061518HST,HEILBRON,9650
0061522HST,GRIEKWALAND-EAST,3257
0061535HST,LINDLEY,9640
0061548HST,CLOCOLAN,9735
0061550HST,GREYTOWN,3495
0061563HST,LADYBRAND,9747
0061576HST,VILJOENSKROON,9520
0061589HST,ERMELO,2315
0061591HST,CLOCOLAN,9735
0063283HST,HANOVER,5960
0063296HST,PARYS,9585
0063308HST,KROONSTAD,9500
0063310HST,FRANKFORT,9840
0063323HST,VRYHEID,3100
0063336HST,EXCELSIOR,9770
0063432HST,POTCHEFSTROOM,2520
0063445HST,KOPPIES,9540
0063458HST,CARLETONVILLE,1185
0063460HST,CALITZDORP,6660
0063567HST,MTUBATUBA,3960
0063473HST,PRETORIA,216
0063486HST,TAUNG,8575
0063499HST,FICKSBURG,9730
0063500HST,ZIMBABWE,0
0063513HST,BETHLEHEM,9700
0063526HST,ZIMBABWE,0
0063539HST,BETHLEHEM,9700
0063541HST,BOTHAVILLE,9660
0063554HST,MIDDELBURG(TVL),1050
0063576HST,VREDENBURG,7380
0063582HST,VIRGINIA,9430
0063595HST,PHILIPPOLIS,9970
0063615HST,CAPE TOWN,7945
0063622HST,BETHLEHEM,9705
0063635HST,PORT ELIZABETH,6000
0063648HST,BRONKHORSTSPRUIT,1001
0063650HST,BETHLEHEM,9700
0420705HST,NEW HANOVER,3450
0415805JSE,SCHWEIZER-RENEKE,2780
0415874HST,KING WILLIAM'S TOWN,5660
0078518JSE,PRETORIA,9
0078533HST,BLOEMFONTEIN,9300
0078601JSE,NIGEL,2255
0078736HST,REITZ,9810
0078642HST,MARQUARD,9610
0078655HST,LINDLEY,9630
0078683HST,THEUNISSEN,9410
0078710HST,BULTFONTEIN,9670
0421898JSE,HOWICK,3270
0418106HST,VENTERSDORP,2570
0418190HST,POTCHEFSTROOM,2520
0418190JSE,POTCHEFSTROOM,2520
0418162HST,VREDEFORT,9595
0418175HST,MOOI RIVER,3301
0418188HST,HEILBRON,9650
0418188JSE,HEILBRON,9650
0414233JSE,RANDFONTEIN,1740
0414220JSE,BRITS,250
0414246JSE,RANDFONTEIN,1760
0414259JSE,NELSPRUIT(TVL),1204
0414327HST,HOWICK,3211
0414330HST,HUMANSDORP,6300
0414330JSE,HUMANSDORP,6300
0494102HST,VOLKSRUST,2470
0424314HST,KIRKWOOD,6105
0063105JSE,ERMELO,2370
0063118HST,PAARL,7620
0063120HST,ZIMBABWE,0
0063133HST,CLOCOLAN,9735
0063146HST,BELFAST,1100
0063159HST,LADISMITH,6885
0063161HST,HARRISMITH,9880
0063174HST,SENEKAL,9600
0063187HST,MARQUARD,9610
0063194HST,THEUNISSEN,9410
0063201HST,VRYHEID,3100
0063214HST,MOOI RIVER,3300
0063227HST,EXCELSIOR,9760
0063233HST,EXCELSIOR,9760
0063242HST,MALMESBURY,7300
0063255HST,JAGERSFONTEIN,9974
0063268HST,EXCELSIOR,9770
0063270HST,SCHWEIZER-RENEKE,2780
0078696HST,ALEXANDRIA,6185
0078696JSE,ALEXANDRIA,6185
0078708HST,BELLVILLE,7550
0078723HST,POTCHEFSTROOM,2520
0078749HST,BELLVILLE,7550
0423305HST,CAROLINA,62
0422805HST,BULTFONTEIN,9670
0422874HST,STANDERTON,2430
0419181JSE,HUMANSDORP,6300
0419217HST,FICKSBURG,9730
0419220HST,FRANKFORT,9830
0419232HST,EAST LONDON,5206
0419260JSE,BETHLEHEM,6674
0414682HST,SPRINGS,9700
0414342HST,WOLMARANSSTAD,2500
0414342JSE,CARLETONVILLE,2500
0413759HST,WOLMARANSSTAD,2640
0413761HST,HEILBRON,9650
0413787HST,HOWICK,2060
0413796HST,GROOTFONTEIN,9000
0413801HST,NELSPRUIT(TVL),1200
0413814HST,DOUGLAS,9360
0420746HST,BARKLY-WEST,8377
0420759HST,ADELAIDE,5760
0420761HST,COLIGNY,2725
0064381HST,BETHLEHEM,9300
0064394HST,HOFMEYR,5922
0064406HST,GRIEKWALAND-EAST,4720
0064515HST,RUSTENBURG,300
0064419HST,BRONKHORSTSPRUIT,1020
0416713JSE,PRETORIA,1675
0416741HST,CLOCOLAN,9735
0416807HST,FICKSBURG,9720
0416819JSE,BRITS,232
0490990HST,CARLETONVILLE,2502
0491000HST,PETRUSBURG,9932
0490486HST,KLERKSDORP,2600
0490486JSE,KLERKSDORP,2600
0490595JSE,KOSTER,2825
0063921HST,IXOPO,4630
0063934HST,TULBAGH,6830
0063947HST,REDDERSBURG,9904
0063958HST,GRAHAMSTOWN,6140
0063958JSE,GRAHAMSTOWN,6140
0063975HST,STANDERTON,2430
0063988HST,BLOEMHOF,2660
0063990HST,MACLEAR,5480
0064000HST,BLOEMHOF,2660
0064013HST,BLOEMHOF,2660
0064026HST,PORT ELIZABETH,6055
0064039HST,PIETERMARITZBURG,3200
0064041HST,PIETERMARITZBURG,3780
0064054HST,BEDFORD,5780
0064067HST,KOFFIEFONTEIN,9986
0064071HST,PIKETBERG,7320
0064082HST,EXCELSIOR,9770
0064095HST,VEREENIGING,1930
0064107HST,STANDERTON,2430
0064110HST,CAPE TOWN,8012
0064122HST,GRAHAMSTOWN,6140
0064135HST,CRADOCK,5880
0064148HST,GRAHAMSTOWN,6140
0413936HST,FICKSBURG,9730
0413936JSE,FICKSBURG,9730
0413949HST,WOLMARANSSTAD,2630
0078125JSE,LOUIS TRICHARDT,810
0078166HST,CARLETONVILLE,2500
0425053JSE,HEIDELBERG(CAPE),6760
0425066HST,SPRINGS,2260
0425079JSE,RICHMOND(NATAL),3325
0425895HST,CLOCOLAN,9735
0425664HST,MOOI RIVER,3280
0490757HST,ODENDAALSRUS,9480
0490757JSE,ODENDAALSRUS,9480
0064150HST,BELLVILLE,7550
0064163HST,ESTCOURT,3310
0064176HST,ALIWAL-NORTH,5530
0064189HST,OUDTSHOORN,6650
0417657HST,MOOI RIVER,3301
0417662HST,HUMANSDORP,5760
0417675HST,VENTERSDORP,2710
0417688HST,IXOPO,4630
0417743HST,DELAREYVILLE,2770
0491801JSE,HUMANSDORP,6300
0412812HST,REITZ,9810
0412840JSE,LICHTENBURG,2740
0412853HST,VRYBURG,8460
0412866HST,DELMAS,2128
0494143HST,DORDRECHT,5435
0412947JSE,CALEDON,7250
0412975JSE,SASOLBURG,9730
0494169HST,WOLMARANSSTAD,2630
0422942JSE,HOWICK,3290
0422780HST,DELAREYVILLE,2727
0419612HST,HOOPSTAD,2670
0419679HST,PORT ELIZABETH,6230
0419706HST,VRYHEID,3100
0419719HST,LINDLEY,9640
0419721HST,HEILBRON,1390
0414695HST,BETHAL,2310
0414712JSE,EAST LONDON,5205
0414722JSE,DELMAS,2200
0414829JSE,ALEXANDRIA,6131
0414857HST,HEILBRON,9570
0414857JSE,HEILBRON,9570
0421560HST,DUNDEE,3500
0421573HST,CALEDON,7250
0490364HST,MALMESBURY,7304
0490377HST,BOSHOF,9482
0490417JSE,RIVERSDALE,6770
0490385JSE,THEUNISSEN,9410
0412473HST,HENNENMAN,9445
0412486HST,ODENDAALSRUS,9490
0063349HST,EXCELSIOR,9770
0063351HST,CAMPERDOWN,3730
0423819JSE,KRUGERSDORP,2800
0423822JSE,BETHLEHEM,9700
0492816HST,PIETERMARITZBURG,3211
0423387HST,BETHLEHEM,9860
0423807HST,BOTHAVILLE,9660
0492030HST,PRETORIA,9860
0492043HST,VREDEFORT,9595
0415955JSE,KROONSTAD,9500
0416115JSE,BENONI,1500
0415968HST,VRYBURG,8600
0415970HST,UNDERBERG,4585
0415983HST,UNDERBERG,4290
0415466JSE,BALFOUR,2420
0426489HST,WORCESTER,6850
0488905JSE,RICHMOND(NATAL),3325
0426828JSE,HARRISMITH,9880
0426830JSE,BETHLEHEM,9880
0492482HST,STANDERTON,2430
0492482JSE,STANDERTON,2430
0492545JSE,BREDASDORP,6743
0492586JSE,VREDE,2455
0491515HST,KRUGERSDORP,1749
0491528HST,PRETORIA,30
0491528JSE,PRETORIA,30
0491530HST,VRYBURG,9500
0491543HST,RANDFONTEIN,1763
0491543JSE,RANDFONTEIN,1763
0491556HST,HEIDELBERG(TVL),2400
0491569HST,IXOPO,4630
0491759JSE,SWELLENDAM,6750
0417505JSE,BARBERTON(TVL),1300
0423903JSE,LYDENBURG,1120
0423961HST,THEUNISSEN,9410
0420718HST,HOWICK,3211
0420814JSE,LICHTENBURG,2755
0415547JSE,SENEKAL,9502
0415550JSE,LINDLEY,9500
0415562HST,MALMESBURY,7300
0415575HST,VENTERSDORP,2710
0415588HST,IXOPO,4562
0415590HST,SOMERSET-WEST,7130
0491571HST,MIDDELBURG(TVL),1050
0491584HST,PRETORIA,31
0491597HST,BETHAL,2300
0492383JSE,STANDERTON,2435
0418800JSE,KEMPTON PARK,2401
0077828HST,KOFFIEFONTEIN,9986
0077843HST,SOMERSET-EAST,5820
0077856HST,WITBANK,2245
0416889HST,DELAREYVILLE,2760
0416401HST,HENNENMAN,9445
0416414HST,VREDENBURG,7380
0416427HST,NELSPRUIT(TVL),1206
0416437HST,ADELAIDE,5760
0416442HST,WITBANK,2225
0062877HST,RANDFONTEIN,1760
0062880HST,CLOCOLAN,9735
0423075HST,BETHLEHEM,9700
0418877HST,HEILBRON,9650
0418882HST,FAURESMITH,9978
0491987HST,ERMELO,2350
0414885JSE,RIVERSDALE,6695
0414953HST,CLOCOLAN,9735
0414966HST,PIETERMARITZBURG,3206
0424307HST,ALEXANDRIA,6185
0424307JSE,ALEXANDRIA,6185
0421449HST,PORT ELIZABETH,6011
0421451HST,PARYS,9585
0421504HST,BOSHOF,9356
0421043HST,EAST LONDON,5208
0421056JSE,CARLETONVILLE,2500
0421071JSE,POTGIETERSRUS,259
0416470JSE,PRETORIA,30
0416483JSE,FOURIESBURG,9725
0416496HST,VREDE,2455
0416508HST,LINDLEY,9640
0416510HST,CLOCOLAN,40
0416549HST,KLERKSDORP,2570
0422550JSE,KOMGA,4950
0422590HST,MIDDELBURG(TVL),1050
0422615HST,GEORGE,6538
0492069HST,CLOCOLAN,9735
0419339HST,PIETERMARITZBURG,3200
0419341HST,HEIDELBERG(TVL),2400
0419354HST,HOWICK,3290
0419367HST,EAST LONDON,5206
0419372HST,REDDERSBURG,2480
0419382HST,FRANKFORT,9830
0414355HST,BETHLEHEM,9700
0077871HST,VRYHEID,3100
0077897HST,OUDTSHOORN,6620
0077911JSE,SCHWEIZER-RENEKE,2780
0424064HST,EAST LONDON,5264
0424123HST,ESTCOURT,3340
0492872HST,REITZ,9810
0424173JSE,KLERKSDORP,2570
0424186JSE,VANDERBIJLPARK,1900
0423361JSE,BETHLEHEM,9700
0423398HST,BETHLEHEM,9725
0423427JSE,PELGRIMSRUS,1280
0423437JSE,KRUGERSDORP,2800
0423549HST,HUMANSDORP,6300
0419422HST,ZASTRON,9950
0063663HST,FRANKFORT,9840
0492396JSE,CAMPERDOWN,3730
0421735JSE,SENEKAL,9800
0491148HST,NIGEL,2265
0491150HST,BRONKHORSTSPRUIT,1020
0491163HST,MIDDELBURG(TVL),1095
0491176HST,WARRENTON,8550
0421084HST,PORT ELIZABETH,6375
0421109HST,DELAREYVILLE,2760
0417579HST,WEPENER,9944
0416957JSE,BLOEMFONTEIN,9322
0417104JSE,PRETORIA,2021
0420611HST,LINDLEY,9630
0420624HST,WITBANK,1035
0420637HST,PRETORIA,110
0420644HST,TULBAGH,1820
0415126JSE,RICHMOND(NATAL),3780
0415167HST,GRIEKWALAND-EAST,4710
0415207JSE,DELMAS,1540
0427153HST,BETHLEHEM,9706
0427166HST,PIKETBERG,7320
0427179JSE,BLOEMFONTEIN,9300
0491189HST,BELLVILLE,7551
0491191HST,STANDERTON,2310
0491203HST,BETHLEHEM,9700
0418284JSE,PRETORIA,1512
0417254JSE,WARRENTON,8550
0077952HST,EXCELSIOR,9770
0077980HST,MALMESBURY,6800
0078003HST,KROONSTAD,9500
0078016HST,KIRKWOOD,6105
0078029HST,PARYS,9585
0078031HST,VILJOENSKROON,9520
0078057HST,KROONSTAD,9535
0494197JSE,ALBERTON,5
0420652HST,IXOPO,4560
0420665HST,RICHMOND(NATAL),3780
0420678HST,UPINGTON,8850
0416617HST,BELFAST,1100
0416088JSE,HARRISMITH,9880
0494470HST,MOOI RIVER,3300
0416128HST,VREDENBURG,7380
0422630HST,VILJOENSKROON,9520
0422793HST,GEORGE,6538
0418446HST,GEORGE,6530
0418459HST,BULTFONTEIN,9670
0418461HST,BETHAL,2270
0418555HST,BELFAST,1110
0418568HST,PARYS,9570
0414573JSE,SENEKAL,9600
0421287HST,BETHLEHEM,9800
0421301HST,PIET RETIEF(TVL),2382
0421327JSE,GEORGE,6531
0063364HST,PRETORIA,39
0063377HST,FICKSBURG,9731
0063385HST,LADYBRAND,9740
0063392HST,OUDTSHOORN,6620
0416130HST,BETHLEHEM,9700
0427493JSE,HOWICK,3290
0063676HST,FRANKFORT,9820
0063689HST,WARMBAD,480
0063691HST,BLOEMFONTEIN,9928
0063703HST,HARTSWATER,8550
0063716HST,BRAKPAN,1540
0063729HST,DELMAS,2210
0063729JSE,DELMAS,2210
0063731HST,BLOEMFONTEIN,8730
0063744HST,KEMPTON PARK,2210
0063757HST,BOTHAVILLE,9660
0063767HST,BULTFONTEIN,9670
0063825HST,ESTCOURT,3310
0063772HST,BLOEMFONTEIN,9300
0063785HST,ZIMBABWE,0
0063798HST,ALEXANDRIA,6185
0063806HST,BLOEMFONTEIN,9360
0063812HST,PIETERMARITZBURG,3206
0063894HST,HOWICK,3270
0063838HST,ESTCOURT,3310
0424457HST,ALEXANDRIA,6130
0424466HST,KROONSTAD,9535
0424581JSE,BETHLEHEM,9707
0423739HST,DELMAS,2210
0423754HST,STELLENBOSCH,7604
0423754JSE,STELLENBOSCH,7604
0492654HST,POTCHEFSTROOM,2520
0492682JSE,ESTCOURT,3310
0492695HST,FRANKFORT,9830
0436973HST,KUILSRIVER,7560
0063840HST,ESTCOURT,3310
0063853HST,HANOVER,5960
0063866HST,NIGEL,2260
0063879HST,BOTHAVILLE,9663
0063881HST,KROONSTAD,9500
0063906HST,WARRENTON,8530
0063919HST,PORT ALFRED,6400
0415248HST,BOTHAVILLE,9660
0491353JSE,LINDLEY,9630
0063404HST,ALEXANDRIA,6185
0063417HST,BOSHOF,9348
0063424HST,CARLETONVILLE,2500
0417267JSE,CALEDON,7250
0417282HST,CAROLINA,1185
0417282JSE,CAROLINA,1185
0417295HST,CALEDON,7250
0064191HST,CAROLINA,1185
0064203HST,GRIEKWALAND-EAST,4710
0064216HST,WORCESTER,6850
0064229HST,MALMESBURY,7306
0064231HST,QUEENSTOWN,5320
0064244HST,ZIMBABWE,0
0064353HST,WEPENER,9944
0064257HST,CRADOCK,5870
0064285HST,OUDTSHOORN,6620
0064262HST,LADYBRAND,9745
0064272HST,MOOI RIVER,3300
0064272JSE,MOOI RIVER,3301
0064298HST,STANDERTON,2430
0064298JSE,STANDERTON,2430
0064301HST,KROONSTAD,9500
0064301JSE,KROONSTAD,9500
0064312HST,KROONSTAD,9500
0423197JSE,KROONSTAD,9500
0423209JSE,VANDERBIJLPARK,1900
0423211JSE,PRETORIA,200
0423224JSE,HEIDELBERG(TVL),4905
0423237JSE,VANDERBIJLPARK,1900
0420082JSE,TULBAGH,6821
0420095JSE,BLOEMFONTEIN,9300
0420122JSE,VRYBURG,8595
0062892HST,SENEKAL,9600
0062904HST,SMITHFIELD,9966
0062917HST,QUEENSTOWN,5360
0062929HST,DURBAN,5320
0062932HST,ZIMBABWE,0
0062945HST,MIDDELBURG(TVL),1056
0062945JSE,MIDDELBURG(TVL),1056
0062958HST,WITBANK,2245
0062960HST,BOSHOF,2690
0062973HST,NEW HANOVER,3470
0062986HST,BRITSTOWN,8970
0063009HST,ALEXANDRIA,6130
0062999HST,CLOCOLAN,9735
0063011HST,BULTFONTEIN,9670
0063024HST,VREDE,9855
0063037HST,ALEXANDRIA,6187
0490906JSE,LYDENBURG,1120
0492330HST,AMERSFOORT,2490
0490975HST,BETHLEHEM,9700
0490988HST,HEILBRON,9650
0417961JSE,FICKSBURG,9730
0439803JSE,DELAREYVILLE,2760
0064325HST,HEILBRON,9650
0064338HST,MIDDELBURG(CAPE),5900
0064340HST,CLOCOLAN,9735
0064366HST,MALMESBURY,7303
0064379HST,HOWICK,3280
0413135HST,WOLMARANSSTAD,2650
0413148HST,ALEXANDRIA,6185
0413203HST,MALMESBURY,7300
0494209HST,VOLKSRUST,2465
0416246JSE,BALFOUR,2400
0494427JSE,SWELLENDAM,6740
0063042HST,MARQUARD,9610
0063052HST,ALEXANDRIA,6187
0063065HST,GEORGE,6530
0063078HST,ZIMBABWE,0
0063080HST,CAPE TOWN,2104
0063093HST,CAPE,5435
0422303HST,VEREENIGING,1960
0422316HST,MIDDELBURG(TVL),2161
0422329HST,GEORGE,6525
0422331HST,LADY GREY,5540
0421789HST,HOWICK,3211
0421803HST,CERES,6835
0421816HST,MOSSEL BAY,6500
0421829HST,HEILBRON,9650
0421831HST,DELAREYVILLE,2770
0404646HST,MOOI RIVER,3300
0404659JSE,VEREENIGING,1876
0493968JSE,SWELLENDAM,6743
0493983HST,BREDASDORP,6743
0493983JSE,BREDASDORP,6743
0404783JSE,BRONKHORSTSPRUIT,810
0404796HST,BRONKHORSTSPRUIT,810
0478314HST,REDDERSBURG,9904
0402764JSE,BOSHOF,2690
0402804HST,MIDDELBURG(TVL),1050
0402817HST,DELMAS,2210
0402822HST,BERGVILLE,3350
0405648HST,BOTHAVILLE,9680
0405650HST,FRANKFORT,9850
0405729HST,BETHLEHEM,9700
0405729JSE,BETHLEHEM,9700
0405731HST,IXOPO,4630
0401911HST,KNYSNA,6570
0077027HST,VENTERSBURG,9450
0077068HST,BETHLEHEM,9700
0077151HST,PIETERMARITZBURG,3209
0077192JSE,HUMANSDORP,8135
0077217JSE,HOWICK,3275
0077204HST,ZIMBABWE,0
0399728HST,PIETERMARITZBURG,6375
0399730HST,FICKSBURG,9720
0399743HST,WOLMARANSSTAD,2640
0399756HST,HOWICK,3290
0399769HST,HARRISMITH,9880
